form_id,entry_id,parent_form_id,form_type,expression_pdf,expression_search,reading,homograph,labels,pdf_pages,chunk_file,review_status
entry-000496-f001,entry-000496,,root,apak,apak,,,,70,entries/a_002.json,unreviewed
entry-000496-f002,entry-000496,entry-000496-f001,derivative,keapakan,keapakan,,,,70,entries/a_002.json,unreviewed
entry-000497-f001,entry-000497,,root,apakala,apakala,,,,70,entries/a_002.json,unreviewed
fragment-000498-f001,fragment-000498,,derivative,terkencing-kencing 1,terkencing-kencing 1,,,,500,entries/__001.json,unreviewed
fragment-000498-f002,fragment-000498,,derivative,kencingan,kencingan,,,sl,500,entries/__001.json,unreviewed
fragment-000498-f003,fragment-000498,,derivative,pekencingan,pekencingan,,,,500,entries/__001.json,unreviewed
entry-000499-f001,entry-000499,,root,kencit,kencit,,,,500,entries/k_001.json,unreviewed
entry-000500-f001,entry-000500,,root,kénco,kenco,kénco,,Jp,500,entries/k_001.json,unreviewed
entry-000501-f001,entry-000501,,root,kéncong,kencong,kéncong,,M,500,entries/k_001.json,unreviewed
entry-000501-f002,entry-000501,entry-000501-f001,derivative,mengéncong,mengencong,mengéncong,,,500,entries/k_001.json,unreviewed
entry-000501-f003,entry-000501,entry-000501-f001,derivative,mengéncongkan,mengencongkan,mengéncongkan,,,500,entries/k_001.json,unreviewed
entry-000502-f001,entry-000502,,root,kéncong,kencong,kéncong,II,,500,entries/k_001.json,unreviewed
entry-000503-f001,entry-000503,,root,kencrang-kencring,kencrang-kencring,,,Jv | onom,500,entries/k_001.json,unreviewed
entry-000504-f001,entry-000504,,root,kencréng,kencreng,kencréng,,onom,500,entries/k_001.json,unreviewed
entry-000505-f001,entry-000505,,root,kencung,kencung,,,onom,500,entries/k_001.json,unreviewed
entry-000506-f001,entry-000506,,root,kéncung,kencung,kéncung,,,500,entries/k_001.json,unreviewed
entry-000507-f001,entry-000507,,root,kencup,kencup,,,,500,entries/k_001.json,unreviewed
entry-000508-f001,entry-000508,,root,kencur,kencur,,,Jv,500,entries/k_001.json,unreviewed
entry-000509-f001,entry-000509,,root,kendaga,kendaga,,,,500,entries/k_001.json,unreviewed
entry-000510-f001,entry-000510,,root,kendak,kendak,,,J,500,entries/k_001.json,unreviewed
entry-000510-f002,entry-000510,entry-000510-f001,derivative,berkendak,berkendak,,,,500,entries/k_001.json,unreviewed
entry-000510-f003,entry-000510,entry-000510-f001,derivative,memperkendak,memperkendak,,,,500,entries/k_001.json,unreviewed
entry-000510-f004,entry-000510,entry-000510-f001,derivative,kendakan,kendakan,,,,500,entries/k_001.json,unreviewed
entry-000510-f005,entry-000510,entry-000510-f001,derivative,terkendala,terkendala,,,,500,entries/k_001.json,unreviewed
entry-000511-f001,entry-000511,,root,kendal,kendal,,,Jv,500,entries/k_001.json,unreviewed
entry-000512-f001,entry-000512,,root,kendala,kendala,,,,500,entries/k_001.json,unreviewed
entry-000512-f002,entry-000512,entry-000512-f001,derivative,berkendala,berkendala,,,,500,entries/k_001.json,unreviewed
entry-000512-f003,entry-000512,entry-000512-f001,derivative,mengendalakan,mengendalakan,,,,500,entries/k_001.json,unreviewed
entry-000512-f004,entry-000512,entry-000512-f001,derivative,terkendala,terkendala,,,,500,entries/k_001.json,unreviewed
entry-000513-f001,entry-000513,,root,kendali,kendali,,I,Jv | mil,500,entries/k_001.json,unreviewed
entry-000513-f002,entry-000513,entry-000513-f001,derivative,berkendali 1,berkendali 1,,,,500,entries/k_001.json,unreviewed
entry-000513-f003,entry-000513,entry-000513-f001,derivative,mengendalikan,mengendalikan,,,J | coq,500,entries/k_001.json,unreviewed
entry-000513-f004,entry-000513,entry-000513-f001,derivative,terkendali(kan),terkendali(kan),,,coq,500,entries/k_001.json,unreviewed
entry-000513-f005,entry-000513,entry-000513-f001,derivative,pengendali,pengendali,,,,500,entries/k_001.json,unreviewed
entry-000513-f006,entry-000513,entry-000513-f001,derivative,pengendalian,pengendalian,,,,500,entries/k_001.json,unreviewed
entry-000514-f001,entry-000514,,root,kendali,kendali,,II,,500,entries/k_001.json,unreviewed
entry-000515-f001,entry-000515,,root,kendan,kendan,,,,500,entries/k_001.json,unreviewed
entry-000516-f001,entry-000516,,root,kendana,kendana,,,M | ob,500,entries/k_001.json,unreviewed
entry-000517-f001,entry-000517,,root,kendang,kendang,,I,Jv,500,entries/k_001.json,unreviewed
entry-000517-f002,entry-000517,entry-000517-f001,derivative,berkendang,berkendang,,,,500,entries/k_001.json,unreviewed
entry-000517-f003,entry-000517,entry-000517-f001,derivative,kendangan,kendangan,,,,500,entries/k_001.json,unreviewed
entry-000518-f001,entry-000518,,root,kendang,kendang,,II,,500,entries/k_001.json,unreviewed
entry-000518-f002,entry-000518,entry-000518-f001,derivative,kendangan,kendangan,,,,500,entries/k_001.json,unreviewed
entry-000519-f001,entry-000519,,root,kendang,kendang,,III,,500,entries/k_001.json,unreviewed
entry-000520-f001,entry-000520,,root,kéndang,kendang,kéndang,,M | esp,500,entries/k_001.json,unreviewed
entry-000521-f001,entry-000521,,root,kendara,kendara,,,Skr,500,entries/k_001.json,unreviewed
entry-000521-f002,entry-000521,entry-000521-f001,derivative,mengendara,mengendara,,,,500,entries/k_001.json,unreviewed
entry-000521-f003,entry-000521,entry-000521-f001,derivative,mengendarai,mengendarai,,,,500,entries/k_001.json,unreviewed
entry-000521-f004,entry-000521,entry-000521-f001,derivative,mengendarakan,mengendarakan,,,,500,entries/k_001.json,unreviewed
entry-000521-f005,entry-000521,entry-000521-f001,derivative,kendaraan,kendaraan,,,,500,entries/k_001.json,unreviewed
entry-000521-f006,entry-000521,entry-000521-f001,derivative,pengendara,pengendara,,,,500,entries/k_001.json,unreviewed
entry-000521-f007,entry-000521,entry-000521-f001,derivative,pengendaraan,pengendaraan,,,,500,entries/k_001.json,unreviewed
entry-000522-f001,entry-000522,,root,kendat,kendat,,,Jv,500,entries/k_001.json,unreviewed
entry-000522-f002,entry-000522,entry-000522-f001,derivative,ngendat,ngendat,,,,500,entries/k_001.json,unreviewed
entry-000523-f001,entry-000523,,root,kendati(pun),kendati(pun),,,,500,entries/k_001.json,unreviewed
entry-000524-f001,entry-000524,,root,kendéka,kendeka,kendéka,,J,500,entries/k_001.json,unreviewed
entry-000525-f001,entry-000525,,root,kendel –,kendel –,,,Jv,500,entries/k_001.json,unreviewed
entry-000526-f001,entry-000526,,root,kenderi,kenderi,,I,,500,entries/k_001.json,unreviewed
entry-000527-f001,entry-000527,,root,kenderi,kenderi,,II,Tam,500,entries/k_001.json,unreviewed
entry-000528-f001,entry-000528,,root,kendi,kendi,,I,Skr,500,entries/k_001.json,unreviewed
entry-000529-f001,entry-000529,,root,kendi,kendi,,II,,500,entries/k_001.json,unreviewed
entry-000530-f001,entry-000530,,root,kendil,kendil,,,Jv,500,entries/k_001.json,unreviewed
entry-000531-f001,entry-000531,,root,kendiri,kendiri,,,,500,entries/k_001.json,unreviewed
entry-000532-f001,entry-000532,,root,kendit,kendit,,,S | coq | Jv,500,entries/k_001.json,unreviewed
entry-000533-f001,entry-000533,,root,kendo,kendo,,,Jv,500,entries/k_001.json,unreviewed
entry-000534-f001,entry-000534,,root,kéndo,kendo,kéndo,,Jp,500,entries/k_001.json,unreviewed
entry-000535-f001,entry-000535,,root,kéndong,kendong,kéndong,,,500,entries/k_001.json,unreviewed
entry-000536-f001,entry-000536,,root,kendor,kendor,,,,500,entries/k_001.json,unreviewed
entry-000536-f002,entry-000536,entry-000536-f001,derivative,berkendor-kendor,berkendor-kendor,,,,500,entries/k_001.json,unreviewed
entry-000536-f003,entry-000536,entry-000536-f001,derivative,memperkendor,memperkendor,,,,500,entries/k_001.json,unreviewed
entry-000536-f004,entry-000536,entry-000536-f001,derivative,mengendor,mengendor,,,,500,entries/k_001.json,unreviewed
entry-000536-f005,entry-000536,entry-000536-f001,derivative,mengendorkan,mengendorkan,,,,500,entries/k_001.json,unreviewed
entry-000536-f006,entry-000536,entry-000536-f001,derivative,kekendoran,kekendoran,,,,500,entries/k_001.json,unreviewed
entry-000536-f007,entry-000536,entry-000536-f001,derivative,pengendor,pengendor,,,,500,entries/k_001.json,unreviewed
entry-000536-f008,entry-000536,entry-000536-f001,derivative,pengendoran,pengendoran,,,,500,entries/k_001.json,unreviewed
entry-000537-f001,entry-000537,,root,kenduduk,kenduduk,,,,500,entries/k_001.json,unreviewed
