form_id,entry_id,parent_form_id,form_type,expression_pdf,expression_search,reading,homograph,labels,pdf_pages,chunk_file,review_status
entry-000320-f005,entry-000320,entry-000320-f001,derivative,mengadilkan 1,mengadilkan 1,,,,28,entries/a_002.json,unreviewed
entry-000320-f006,entry-000320,entry-000320-f001,derivative,teradil,teradil,,,,28,entries/a_002.json,unreviewed
entry-000320-f007,entry-000320,entry-000320-f001,derivative,teradili,teradili,,,,28,entries/a_002.json,unreviewed
entry-000320-f008,entry-000320,entry-000320-f001,derivative,keadilan,keadilan,,,,28,entries/a_002.json,unreviewed
entry-000320-f009,entry-000320,entry-000320-f001,derivative,pengadil,pengadil,,,ob,28,entries/a_002.json,unreviewed
entry-000320-f010,entry-000320,entry-000320-f001,derivative,pengadilan,pengadilan,,,,28,entries/a_002.json,unreviewed
entry-000320-f011,entry-000320,entry-000320-f001,derivative,peradilan,peradilan,,,,28,entries/a_002.json,unreviewed
entry-000321-f001,entry-000321,,root,adilaksana,adilaksana,,,infr | mod,28,entries/a_002.json,unreviewed
entry-000322-f001,entry-000322,,root,adilat,adilat,,,A,28,entries/a_002.json,unreviewed
entry-000323-f001,entry-000323,,root,Adiloka,Adiloka,,,,28,entries/a_002.json,unreviewed
entry-000324-f001,entry-000324,,root,adiluhung,adiluhung,,,Jv,28,entries/a_002.json,unreviewed
entry-000324-f002,entry-000324,entry-000324-f001,derivative,keadiluhungan,keadiluhungan,,,,28,entries/a_002.json,unreviewed
entry-000325-f001,entry-000325,,root,adimarga,adimarga,,,Skr neo,28,entries/a_002.json,unreviewed
entry-000326-f001,entry-000326,,root,adinda,adinda,,,,28,entries/a_002.json,unreviewed
entry-000327-f001,entry-000327,,root,ading,ading,,,coq,28,entries/a_002.json,unreviewed
entry-000328-f001,entry-000328,,root,adiningrat,adiningrat,,,Jv,28,entries/a_002.json,unreviewed
entry-000329-f001,entry-000329,,root,ad interim,ad interim,,,L,28,entries/a_002.json,unreviewed
entry-000329-f002,entry-000329,entry-000329-f001,derivative,mengadinterimkan,mengadinterimkan,,,,28,entries/a_002.json,unreviewed
entry-000329-f003,entry-000329,entry-000329-f001,derivative,keadinteriman,keadinteriman,,,,28,entries/a_002.json,unreviewed
entry-000330-f001,entry-000330,,root,adipasar,adipasar,,,,28,entries/a_002.json,unreviewed
entry-000331-f001,entry-000331,,root,adipati,adipati,,,Skr,28,entries/a_002.json,unreviewed
entry-000332-f001,entry-000332,,root,adipenghantar,adipenghantar,,,,28,entries/a_002.json,unreviewed
entry-000333-f001,entry-000333,,root,adipositas,adipositas,,,D,28,entries/a_002.json,unreviewed
entry-000334-f001,entry-000334,,root,adipura,adipura,,,Skr neo,28,entries/a_002.json,unreviewed
entry-000335-f001,entry-000335,,root,adiraja,adiraja,,,Skr,28,entries/a_002.json,unreviewed
entry-000336-f001,entry-000336,,root,adirasa,adirasa,,,Skr neo,28,entries/a_002.json,unreviewed
entry-000337-f001,entry-000337,,root,adiratna,adiratna,,,Skr | cla,28,entries/a_002.json,unreviewed
entry-000338-f001,entry-000338,,root,adisional,adisional,,,E,28,entries/a_002.json,unreviewed
entry-000339-f001,entry-000339,,root,adisiswa,adisiswa,,,Skr neo,28,entries/a_002.json,unreviewed
entry-000340-f001,entry-000340,,root,adiswara,adiswara,,,Skr neo,29,entries/a_002.json,unreviewed
entry-000341-f001,entry-000341,,root,aditif,aditif,,,D,29,entries/a_002.json,unreviewed
entry-000342-f001,entry-000342,,root,aditokoh,aditokoh,,,,29,entries/a_002.json,unreviewed
entry-000343-f001,entry-000343,,root,adiwangsa,adiwangsa,,,cla,29,entries/a_002.json,unreviewed
entry-000344-f001,entry-000344,,root,adiwarna,adiwarna,,,cla,29,entries/a_002.json,unreviewed
entry-000345-f001,entry-000345,,root,adiwidia,adiwidia,,,Skr neo,29,entries/a_002.json,unreviewed
entry-000346-f001,entry-000346,,root,Adiyat,Adiyat,,,A,29,entries/a_002.json,unreviewed
entry-000347-f001,entry-000347,,root,adiyuswa,adiyuswa,,,Skr neo,29,entries/a_002.json,unreviewed
entry-000348-f001,entry-000348,,root,adizalir,adizalir,,,,29,entries/a_002.json,unreviewed
entry-000348-f002,entry-000348,entry-000348-f001,derivative,keadizaliran,keadizaliran,,,,29,entries/a_002.json,unreviewed
entry-000349-f001,entry-000349,,root,adjéktif,adjektif,adjéktif,,D,29,entries/a_002.json,unreviewed
entry-000350-f001,entry-000350,,root,adjudikasi,adjudikasi,,,,29,entries/a_002.json,unreviewed
entry-000351-f001,entry-000351,,root,administrasi,administrasi,,,D,29,entries/a_002.json,unreviewed
entry-000351-f002,entry-000351,entry-000351-f001,derivative,mengadministrasikan,mengadministrasikan,,,,29,entries/a_002.json,unreviewed
entry-000351-f003,entry-000351,entry-000351-f001,derivative,teradministrasi,teradministrasi,,,,29,entries/a_002.json,unreviewed
entry-000351-f004,entry-000351,entry-000351-f001,derivative,pengadministrasian,pengadministrasian,,,,29,entries/a_002.json,unreviewed
entry-000352-f001,entry-000352,,root,administratif,administratif,,,D/E,29,entries/a_002.json,unreviewed
entry-000353-f001,entry-000353,,root,administrator,administrator,,,D/E,29,entries/a_002.json,unreviewed
entry-000354-f001,entry-000354,,root,admiral,admiral,,,D/E,29,entries/a_002.json,unreviewed
entry-000355-f001,entry-000355,,root,admisi,admisi,,,D,29,entries/a_002.json,unreviewed
entry-000356-f001,entry-000356,,root,adn,adn,,,A,29,entries/a_002.json,unreviewed
entry-000357-f001,entry-000357,,root,adolésén,adolesen,adolésén,,D/E,29,entries/a_002.json,unreviewed
entry-000358-f001,entry-000358,,root,adolésénsi,adolesensi,adolésénsi,,D,29,entries/a_002.json,unreviewed
entry-000359-f001,entry-000359,,root,adon,adon,,,,29,entries/a_002.json,unreviewed
entry-000359-f002,entry-000359,entry-000359-f001,derivative,mengadon,mengadon,,,,29,entries/a_002.json,unreviewed
entry-000359-f003,entry-000359,entry-000359-f001,derivative,mengadoni,mengadoni,,,,29,entries/a_002.json,unreviewed
entry-000359-f004,entry-000359,entry-000359-f001,derivative,adonan,adonan,,,,29,entries/a_002.json,unreviewed
entry-000359-f005,entry-000359,entry-000359-f001,derivative,keadonan,keadonan,,,,29,entries/a_002.json,unreviewed
entry-000359-f006,entry-000359,entry-000359-f001,derivative,pengadonan,pengadonan,,,,29,entries/a_002.json,unreviewed
entry-000360-f001,entry-000360,,root,adopsi,adopsi,,,D,29,entries/a_002.json,unreviewed
entry-000360-f002,entry-000360,entry-000360-f001,derivative,mengadopsi,mengadopsi,,,,29,entries/a_002.json,unreviewed
entry-000360-f003,entry-000360,entry-000360-f001,derivative,teradopsi,teradopsi,,,,29,entries/a_002.json,unreviewed
entry-000360-f004,entry-000360,entry-000360-f001,derivative,pengadopsi,pengadopsi,,,,29,entries/a_002.json,unreviewed
entry-000360-f005,entry-000360,entry-000360-f001,derivative,peradopsian,peradopsian,,,mod,29,entries/a_002.json,unreviewed
entry-000361-f001,entry-000361,,root,adoptif,adoptif,,,D/E,29,entries/a_002.json,unreviewed
entry-000362-f001,entry-000362,,root,adoptir,adoptir,,,D,29,entries/a_002.json,unreviewed
entry-000363-f001,entry-000363,,root,Adpél,Adpel,Adpél,,,29,entries/a_002.json,unreviewed
entry-000364-f001,entry-000364,,root,adperténsi,adpertensi,adperténsi,,,29,entries/a_002.json,unreviewed
entry-000365-f001,entry-000365,,root,adpis,adpis,,,D,29,entries/a_002.json,unreviewed
entry-000366-f001,entry-000366,,root,adpisir,adpisir,,,D,29,entries/a_002.json,unreviewed
entry-000367-f001,entry-000367,,root,adpokat,adpokat,,,,29,entries/a_002.json,unreviewed
entry-000368-f001,entry-000368,,root,ad rém,ad rem,ad rém,,L,29,entries/a_002.json,unreviewed
entry-000369-f001,entry-000369,,root,adrénal,adrenal,adrénal,,D/E,29,entries/a_002.json,unreviewed
entry-000370-f001,entry-000370,,root,adrénalin,adrenalin,adrénalin,,D/E,29,entries/a_002.json,unreviewed
entry-000371-f001,entry-000371,,root,adreng,adreng,,,Jv,29,entries/a_002.json,unreviewed
entry-000371-f002,entry-000371,entry-000371-f001,derivative,keadrengan,keadrengan,,,,29,entries/a_002.json,unreviewed
entry-000372-f001,entry-000372,,root,adrés,adres,adrés,,D,29,entries/a_002.json,unreviewed
entry-000372-f002,entry-000372,entry-000372-f001,derivative,beradrés,beradres,beradrés,,,29,entries/a_002.json,unreviewed
entry-000372-f003,entry-000372,entry-000372-f001,derivative,mengadréskan,mengadreskan,mengadréskan,,,29,entries/a_002.json,unreviewed
entry-000373-f001,entry-000373,,root,adrét,adret,adrét,,,29,entries/a_002.json,unreviewed
entry-000374-f001,entry-000374,,root,ADRI,ADRI,,,,29,entries/a_002.json,unreviewed
entry-000375-f001,entry-000375,,root,Adriatik,Adriatik,,,D,29,entries/a_002.json,unreviewed
entry-000376-f001,entry-000376,,root,adsorbén,adsorben,adsorbén,,D/E,29,entries/a_002.json,unreviewed
entry-000377-f001,entry-000377,,root,adsorpsi,adsorpsi,,,D,29,entries/a_002.json,unreviewed
entry-000378-f001,entry-000378,,root,adu,adu,,I,Jv,29,entries/a_002.json,unreviewed
entry-000378-f002,entry-000378,entry-000378-f001,derivative,beradu 1,beradu 1,,,joc,29,entries/a_002.json,unreviewed
entry-000378-f003,entry-000378,entry-000378-f001,derivative,mengadu,mengadu,,,coq,29,entries/a_002.json,unreviewed
entry-000378-f004,entry-000378,entry-000378-f001,derivative,mengadukan,mengadukan,,,J | coq,29,entries/a_002.json,unreviewed
entry-000378-f005,entry-000378,entry-000378-f001,derivative,teradu,teradu,,,,29,entries/a_002.json,unreviewed
entry-000378-f006,entry-000378,entry-000378-f001,derivative,aduan 1,aduan 1,,,ob,29,entries/a_002.json,unreviewed
entry-000378-f007,entry-000378,entry-000378-f001,derivative,adu-aduan 1,adu-aduan 1,,,,29,entries/a_002.json,unreviewed
entry-000378-f008,entry-000378,entry-000378-f001,derivative,pengadu,pengadu,,,,29,entries/a_002.json,unreviewed
entry-000378-f009,entry-000378,entry-000378-f001,derivative,pengaduan,pengaduan,,,,29,entries/a_002.json,unreviewed
entry-000378-f010,entry-000378,entry-000378-f001,derivative,peraduan,peraduan,,,,29,entries/a_002.json,unreviewed
entry-000379-f001,entry-000379,,root,adu,adu,,II,,29,entries/a_002.json,unreviewed
entry-000379-f002,entry-000379,entry-000379-f001,derivative,peraduan,peraduan,,,,29,entries/a_002.json,unreviewed
entry-000380-f001,entry-000380,,root,aduh,aduh,,,,29 | 30,entries/a_002.json,unreviewed
entry-000380-f002,entry-000380,entry-000380-f001,derivative,mengaduh(-aduh),mengaduh(-aduh),,,,29 | 30,entries/a_002.json,unreviewed
entry-000380-f003,entry-000380,entry-000380-f001,derivative,teraduh,teraduh,,,,29 | 30,entries/a_002.json,unreviewed
entry-000380-f004,entry-000380,entry-000380-f001,derivative,pengaduh,pengaduh,,,,29 | 30,entries/a_002.json,unreviewed
entry-000381-f001,entry-000381,,root,aduhai 1,aduhai 1,,,coq,30,entries/a_002.json,unreviewed
entry-000382-f001,entry-000382,,root,aduk,aduk,,,,30,entries/a_002.json,unreviewed
entry-000382-f002,entry-000382,entry-000382-f001,derivative,beraduk,beraduk,,,,30,entries/a_002.json,unreviewed
entry-000382-f003,entry-000382,entry-000382-f001,derivative,mengaduk,mengaduk,,,,30,entries/a_002.json,unreviewed
entry-000382-f004,entry-000382,entry-000382-f001,derivative,mengaduk-aduk,mengaduk-aduk,,,coq,30,entries/a_002.json,unreviewed
entry-000382-f005,entry-000382,entry-000382-f001,derivative,mengadukkan,mengadukkan,,,,30,entries/a_002.json,unreviewed
entry-000382-f006,entry-000382,entry-000382-f001,derivative,teraduk,teraduk,,,,30,entries/a_002.json,unreviewed
entry-000382-f007,entry-000382,entry-000382-f001,derivative,adukan,adukan,,,,30,entries/a_002.json,unreviewed
entry-000382-f008,entry-000382,entry-000382-f001,derivative,aduk-adukan,aduk-adukan,,,,30,entries/a_002.json,unreviewed
entry-000382-f009,entry-000382,entry-000382-f001,derivative,pengaduk,pengaduk,,,,30,entries/a_002.json,unreviewed
entry-000382-f010,entry-000382,entry-000382-f001,derivative,pengadukan,pengadukan,,,,30,entries/a_002.json,unreviewed
entry-000383-f001,entry-000383,,root,adun,adun,,I,,30,entries/a_002.json,unreviewed
entry-000384-f001,entry-000384,,root,adun,adun,,II,cla,30,entries/a_002.json,unreviewed
entry-000384-f002,entry-000384,entry-000384-f001,derivative,beradun,beradun,,,,30,entries/a_002.json,unreviewed
entry-000384-f003,entry-000384,entry-000384-f001,derivative,mengadun(kan),mengadun(kan),,,,30,entries/a_002.json,unreviewed
entry-000384-f004,entry-000384,entry-000384-f001,derivative,adunan,adunan,,,,30,entries/a_002.json,unreviewed
entry-000384-f005,entry-000384,entry-000384-f001,derivative,pengadun,pengadun,,,,30,entries/a_002.json,unreviewed
entry-000385-f001,entry-000385,,root,adung,adung,,,,30,entries/a_002.json,unreviewed
entry-000386-f001,entry-000386,,root,Advént,Advent,Advént,,D/E,30,entries/a_002.json,unreviewed
entry-000387-f001,entry-000387,,root,Advéntisme,Adventisme,Advéntisme,,D/E,30,entries/a_002.json,unreviewed
entry-000388-f001,entry-000388,,root,advérb(i)a,adverb(i)a,advérb(i)a,,D/E,30,entries/a_002.json,unreviewed
entry-000389-f001,entry-000389,,root,advérbial,adverbial,advérbial,,D/E,30,entries/a_002.json,unreviewed
entry-000390-f001,entry-000390,,root,adverténsi,advertensi,adverténsi,,D,30,entries/a_002.json,unreviewed
entry-000391-f001,entry-000391,,root,advis,advis,,,D/E,30,entries/a_002.json,unreviewed
entry-000391-f002,entry-000391,entry-000391-f001,derivative,mengadviskan,mengadviskan,,,,30,entries/a_002.json,unreviewed
entry-000392-f001,entry-000392,,root,advokasi,advokasi,,,D,30,entries/a_002.json,unreviewed
entry-000393-f001,entry-000393,,root,advokat,advokat,,,D,30,entries/a_002.json,unreviewed
entry-000393-f002,entry-000393,entry-000393-f001,derivative,keadvokatan,keadvokatan,,,mod,30,entries/a_002.json,unreviewed
entry-000394-f001,entry-000394,,root,advokat,advokat,,II,D,30,entries/a_002.json,unreviewed
entry-000395-f001,entry-000395,,root,adyaksa,adyaksa,,,,30,entries/a_002.json,unreviewed
entry-000396-f001,entry-000396,,root,adzab,adzab,,,,30,entries/a_002.json,unreviewed
entry-000397-f001,entry-000397,,root,adzan,adzan,,,,30,entries/a_002.json,unreviewed
entry-000398-f001,entry-000398,,root,adzim,adzim,,,,30,entries/a_002.json,unreviewed
entry-000399-f001,entry-000399,,root,adzmat,adzmat,,,,30,entries/a_002.json,unreviewed
entry-000400-f001,entry-000400,,root,AE,AE,,,,30,entries/a_002.json,unreviewed
entry-000401-f001,entry-000401,,root,aék,aek,aék,,,30,entries/a_002.json,unreviewed
entry-000402-f001,entry-000402,,root,AÉKI,AEKI,AÉKI,,,30,entries/a_002.json,unreviewed
entry-000403-f001,entry-000403,,root,aéng,aeng,aéng,,Jv,30,entries/a_002.json,unreviewed
entry-000404-f001,entry-000404,,root,aér,aer,aér,,,30,entries/a_002.json,unreviewed
entry-000405-f001,entry-000405,,root,aérasi,aerasi,aérasi,,D,30,entries/a_002.json,unreviewed
entry-000406-f001,entry-000406,,root,aérob,aerob,aérob,,D/E,30,entries/a_002.json,unreviewed
entry-000407-f001,entry-000407,,root,aérobatik,aerobatik,aérobatik,,D/E,30,entries/a_002.json,unreviewed
entry-000407-f002,entry-000407,entry-000407-f001,derivative,beraérobatik,beraerobatik,beraérobatik,,,30,entries/a_002.json,unreviewed
entry-000408-f001,entry-000408,,root,aérobik(a),aerobik(a),aérobik(a),,D/E,30,entries/a_002.json,unreviewed
entry-000409-f001,entry-000409,,root,aérodinamika,aerodinamika,aérodinamika,,D/E,30,entries/a_002.json,unreviewed
entry-000410-f001,entry-000410,,root,aérodinamis,aerodinamis,aérodinamis,,D,30,entries/a_002.json,unreviewed
entry-000411-f001,entry-000411,,root,Aéroflot,Aeroflot,Aéroflot,,,30,entries/a_002.json,unreviewed
entry-000412-f001,entry-000412,,root,aérogram,aerogram,aérogram,,D/E,30,entries/a_002.json,unreviewed
entry-000413-f001,entry-000413,,root,aérologi,aerologi,aérologi,,D/E,30,entries/a_002.json,unreviewed
entry-000414-f001,entry-000414,,root,aérométer,aerometer,aérométer,,D/E,30,entries/a_002.json,unreviewed
entry-000415-f001,entry-000415,,root,aéromodeling,aeromodeling,aéromodeling,,D/E,30,entries/a_002.json,unreviewed
entry-000416-f001,entry-000416,,root,aéromovél,aeromovel,aéromovél,,,30,entries/a_002.json,unreviewed
entry-000417-f001,entry-000417,,root,aéronaut,aeronaut,aéronaut,,D/E,30,entries/a_002.json,unreviewed
entry-000418-f001,entry-000418,,root,aéronautik,aeronautik,aéronautik,,D/E,30,entries/a_002.json,unreviewed
entry-000419-f001,entry-000419,,root,aéronautika,aeronautika,aéronautika,,D/E,30,entries/a_002.json,unreviewed
entry-000420-f001,entry-000420,,root,aéronom,aeronom,aéronom,,D/E,30,entries/a_002.json,unreviewed
entry-000421-f001,entry-000421,,root,aéronomi,aeronomi,aéronomi,,D,30,entries/a_002.json,unreviewed
entry-000422-f001,entry-000422,,root,aéronotik,aeronotik,aéronotik,,,30,entries/a_002.json,unreviewed
entry-000423-f001,entry-000423,,root,aéroskop,aeroskop,aéroskop,,D/E,30,entries/a_002.json,unreviewed
entry-000424-f001,entry-000424,,root,aérosol,aerosol,aérosol,,D/E,30,entries/a_002.json,unreviewed
entry-000425-f001,entry-000425,,root,aérosport,aerosport,aérosport,,D/E,30,entries/a_002.json,unreviewed
entry-000426-f001,entry-000426,,root,aérostatika,aerostatika,aérostatika,,D/E,30,entries/a_002.json,unreviewed
entry-000427-f001,entry-000427,,root,aéstétika,aestetika,aéstétika,,D/E,30,entries/a_002.json,unreviewed
entry-000428-f001,entry-000428,,root,aéstétikus,aestetikus,aéstétikus,,D,30,entries/a_002.json,unreviewed
entry-000429-f001,entry-000429,,root,aéstétis,aestetis,aéstétis,,D/E,30,entries/a_002.json,unreviewed
entry-000430-f001,entry-000430,,root,af,af,,I,D,30,entries/a_002.json,unreviewed
entry-000431-f001,entry-000431,,root,af,af,,II,,30,entries/a_002.json,unreviewed
entry-000432-f001,entry-000432,,root,afal,afal,,I,,30,entries/a_002.json,unreviewed
entry-000433-f001,entry-000433,,root,afal,afal,,II,A,30,entries/a_002.json,unreviewed
entry-000434-f001,entry-000434,,root,afal,afal,,III,D,30,entries/a_002.json,unreviewed
entry-000435-f001,entry-000435,,root,afasi(a),afasi(a),,,D,30,entries/a_002.json,unreviewed
entry-000436-f001,entry-000436,,root,afdal,afdal,,,,30,entries/a_002.json,unreviewed
entry-000437-f001,entry-000437,,root,afdéling,afdeling,afdéling,,D | col,30,entries/a_002.json,unreviewed
entry-000438-f001,entry-000438,,root,afdlal,afdlal,,,,30,entries/a_002.json,unreviewed
entry-000439-f001,entry-000439,,root,afdol,afdol,,,A,30,entries/a_002.json,unreviewed
entry-000439-f002,entry-000439,entry-000439-f001,derivative,mengafdolkan,mengafdolkan,,,,30,entries/a_002.json,unreviewed
entry-000440-f001,entry-000440,,root,afdruk,afdruk,,,D,30,entries/a_002.json,unreviewed
entry-000440-f002,entry-000440,entry-000440-f001,derivative,mengafdruk,mengafdruk,,,,30,entries/a_002.json,unreviewed
entry-000440-f003,entry-000440,entry-000440-f001,derivative,mengafdrukkan,mengafdrukkan,,,,30,entries/a_002.json,unreviewed
entry-000441-f001,entry-000441,,root,afdzal,afdzal,,,,30,entries/a_002.json,unreviewed
entry-000442-f001,entry-000442,,root,afék,afek,afék,,D/E,30,entries/a_002.json,unreviewed
entry-000443-f001,entry-000443,,root,aféksi,afeksi,aféksi,,D,30,entries/a_002.json,unreviewed
entry-000444-f001,entry-000444,,root,aféktif,afektif,aféktif,,D/E,30,entries/a_002.json,unreviewed
entry-000445-f001,entry-000445,,root,Afg(h)anistan,Afg(h)anistan,,,,30,entries/a_002.json,unreviewed
entry-000446-f001,entry-000446,,root,afiat,afiat,,,A,30,entries/a_002.json,unreviewed
entry-000446-f002,entry-000446,entry-000446-f001,derivative,mengafiatkan,mengafiatkan,,,,30,entries/a_002.json,unreviewed
entry-000446-f003,entry-000446,entry-000446-f001,derivative,keafiatan,keafiatan,,,,30,entries/a_002.json,unreviewed
entry-000447-f001,entry-000447,,root,afiks,afiks,,,D/E | ling,30,entries/a_002.json,unreviewed
entry-000447-f002,entry-000447,entry-000447-f001,derivative,pengafiksan,pengafiksan,,,,30,entries/a_002.json,unreviewed
entry-000448-f001,entry-000448,,root,afiksasi,afiksasi,,,D | ling,30,entries/a_002.json,unreviewed
entry-000449-f001,entry-000449,,root,afiliasi,afiliasi,,,D,30,entries/a_002.json,unreviewed
entry-000449-f002,entry-000449,entry-000449-f001,derivative,berafiliasi,berafiliasi,,,,30,entries/a_002.json,unreviewed
entry-000450-f001,entry-000450,,root,afinitas,afinitas,,,D,30,entries/a_002.json,unreviewed
entry-000451-f001,entry-000451,,root,afirmasi,afirmasi,,,D,30,entries/a_002.json,unreviewed
entry-000451-f002,entry-000451,entry-000451-f001,derivative,mengafirmasikan,mengafirmasikan,,,,30,entries/a_002.json,unreviewed
entry-000452-f001,entry-000452,,root,afirmatif,afirmatif,,,D/E,30,entries/a_002.json,unreviewed
entry-000453-f001,entry-000453,,root,afiun,afiun,,,,30,entries/a_002.json,unreviewed
entry-000454-f001,entry-000454,,root,afkir,afkir,,,D,30,entries/a_002.json,unreviewed
entry-000454-f002,entry-000454,entry-000454-f001,derivative,mengafkir(kan),mengafkir(kan),,,,30,entries/a_002.json,unreviewed
entry-000454-f003,entry-000454,entry-000454-f001,derivative,afkiran,afkiran,,,,30,entries/a_002.json,unreviewed
entry-000454-f004,entry-000454,entry-000454-f001,derivative,pengafkiran,pengafkiran,,,,30,entries/a_002.json,unreviewed
entry-000455-f001,entry-000455,,root,aflatoksin,aflatoksin,,,D/E,30,entries/a_002.json,unreviewed
entry-000456-f001,entry-000456,,root,Afrika,Afrika,,,,30,entries/a_002.json,unreviewed
entry-000457-f001,entry-000457,,root,afrikat,afrikat,,,D/E | ling,30,entries/a_002.json,unreviewed
entry-000458-f001,entry-000458,,root,afrit,afrit,,,A,30,entries/a_002.json,unreviewed
entry-000459-f001,entry-000459,,root,afrit,afrit,,II,D,30,entries/a_002.json,unreviewed
entry-000460-f001,entry-000460,,root,afrodisiak,afrodisiak,,,D/E,30,entries/a_002.json,unreviewed
entry-000461-f001,entry-000461,,root,afschuifsysteem,afschuifsysteem,,,D,30,entries/a_002.json,unreviewed
entry-000462-f001,entry-000462,,root,Afsél,Afsel,Afsél,,,30,entries/a_002.json,unreviewed
entry-000463-f001,entry-000463,,root,afsun,afsun,,,,30,entries/a_002.json,unreviewed
entry-000464-f001,entry-000464,,root,aftab,aftab,,,Pers | ob,30,entries/a_002.json,unreviewed
entry-000465-f001,entry-000465,,root,afuah,afuah,,,A,30,entries/a_002.json,unreviewed
entry-000466-f001,entry-000466,,root,afyun,afyun,,,,30,entries/a_002.json,unreviewed
entry-000467-f001,entry-000467,,root,ag,ag,,I,,30,entries/a_002.json,unreviewed
entry-000468-f001,entry-000468,,root,AG,AG,,II,,30,entries/a_002.json,unreviewed
entry-000469-f001,entry-000469,,root,Aga,Aga,,I,cp,30,entries/a_002.json,unreviewed
entry-000470-f001,entry-000470,,root,aga,aga,,II,ob,30,entries/a_002.json,unreviewed
entry-000471-f001,entry-000471,,root,aga,aga,,III,,30,entries/a_002.json,unreviewed
entry-000472-f001,entry-000472,,root,agah beragah,agah beragah,,,,30,entries/a_002.json,unreviewed
fragment-000473-f001,fragment-000473,,derivative,menganyam,menganyam,,,,70,entries/__001.json,unreviewed
fragment-000473-f002,fragment-000473,,derivative,anyam-menganyam,anyam-menganyam,,,,70,entries/__001.json,unreviewed
fragment-000473-f003,fragment-000473,,derivative,teranyam,teranyam,,,,70,entries/__001.json,unreviewed
fragment-000473-f004,fragment-000473,,derivative,anyaman,anyaman,,,,70,entries/__001.json,unreviewed
fragment-000473-f005,fragment-000473,,derivative,anyam-anyaman,anyam-anyaman,,,,70,entries/__001.json,unreviewed
fragment-000473-f006,fragment-000473,,derivative,penganyam,penganyam,,,,70,entries/__001.json,unreviewed
fragment-000473-f007,fragment-000473,,derivative,penganyaman,penganyaman,,,,70,entries/__001.json,unreviewed
entry-000474-f001,entry-000474,,root,anyang,anyang,,I,,70,entries/a_002.json,unreviewed
entry-000474-f002,entry-000474,entry-000474-f001,derivative,menganyang,menganyang,,,,70,entries/a_002.json,unreviewed
entry-000475-f001,entry-000475,,root,anyang II menganyang ~,anyang II menganyang ~,,,,70,entries/a_002.json,unreviewed
entry-000476-f001,entry-000476,,root,anyang,anyang,,III,Jv,70,entries/a_002.json,unreviewed
entry-000477-f001,entry-000477,,root,anyang,anyang,,IV,Jv,70,entries/a_002.json,unreviewed
entry-000478-f001,entry-000478,,root,anyang-anyang,anyang-anyang,,,,70,entries/a_002.json,unreviewed
entry-000479-f001,entry-000479,,root,anyar,anyar,,,Jv,70,entries/a_002.json,unreviewed
entry-000480-f001,entry-000480,,root,anyel,anyel,,,Jv,70,entries/a_002.json,unreviewed
entry-000481-f001,entry-000481,,root,anyelir,anyelir,,,D,70,entries/a_002.json,unreviewed
entry-000482-f001,entry-000482,,root,anyep,anyep,,,Jv,70,entries/a_002.json,unreviewed
entry-000483-f001,entry-000483,,root,anyes,anyes,,,Jv,70,entries/a_002.json,unreviewed
entry-000484-f001,entry-000484,,root,anyih,anyih,,,,70,entries/a_002.json,unreviewed
entry-000485-f001,entry-000485,,root,anyik,anyik,,,,70,entries/a_002.json,unreviewed
entry-000486-f001,entry-000486,,root,anyir,anyir,,,Jv,70,entries/a_002.json,unreviewed
entry-000487-f001,entry-000487,,root,anyut,anyut,,,,70,entries/a_002.json,unreviewed
entry-000488-f001,entry-000488,,root,aom,aom,,,S,70,entries/a_002.json,unreviewed
entry-000489-f001,entry-000489,,root,aorta,aorta,,,D,70,entries/a_002.json,unreviewed
entry-000490-f001,entry-000490,,root,aot,aot,,,,70,entries/a_002.json,unreviewed
entry-000491-f001,entry-000491,,root,a,a,,,abbr,70,entries/a_002.json,unreviewed
entry-000492-f001,entry-000492,,root,ap,ap,,,,70,entries/a_002.json,unreviewed
entry-000493-f001,entry-000493,,root,apa,apa,,,coq,70,entries/a_002.json,unreviewed
entry-000493-f002,entry-000493,entry-000493-f001,derivative,apanya,apanya,,,,70,entries/a_002.json,unreviewed
entry-000493-f003,entry-000493,entry-000493-f001,derivative,apa-apa,apa-apa,,,J | coq,70,entries/a_002.json,unreviewed
entry-000493-f004,entry-000493,entry-000493-f001,derivative,berapa,berapa,,,,70,entries/a_002.json,unreviewed
entry-000493-f005,entry-000493,entry-000493-f001,derivative,mengapa,mengapa,,,,70,entries/a_002.json,unreviewed
entry-000493-f006,entry-000493,entry-000493-f001,derivative,ngapain,ngapain,,,J,70,entries/a_002.json,unreviewed
entry-000493-f007,entry-000493,entry-000493-f001,derivative,mengapa(-apa)i,mengapa(-apa)i,,,,70,entries/a_002.json,unreviewed
entry-000493-f008,entry-000493,entry-000493-f001,derivative,mengapakan,mengapakan,,,,70,entries/a_002.json,unreviewed
entry-000493-f009,entry-000493,entry-000493-f001,derivative,mempengapakan,mempengapakan,,,,70,entries/a_002.json,unreviewed
entry-000493-f010,entry-000493,entry-000493-f001,derivative,apaan,apaan,,,coq,70,entries/a_002.json,unreviewed
entry-000493-f011,entry-000493,entry-000493-f001,derivative,apa-apaan,apa-apaan,,,coq,70,entries/a_002.json,unreviewed
entry-000494-f001,entry-000494,,root,apabila,apabila,,,,70,entries/a_002.json,unreviewed
entry-000495-f001,entry-000495,,root,apai,apai,,,,70,entries/a_002.json,unreviewed
